ano,mes,dia,Rm_minus_Rf
2010,2,4,-.0429521
2010,2,5,-.0214717
2010,2,8,.0042341
2010,2,9,.0228932
2010,2,10,.0050322
2010,2,11,.0158693
2010,2,12,-.004214
2010,2,17,.0199264
2010,2,18,.007278
2010,2,19,-.0062448
2010,2,22,-.006024
2010,2,23,-.0158744
2010,2,24,-.0033607
2010,2,25,.0031521
2010,2,26,.0040862
2010,3,1,.0087596
2010,3,2,.0072589
2010,3,3,-.0009135
2010,3,4,.0002585
2010,3,5,.0117283
2010,3,8,-.0036815
2010,3,9,.0124353
2010,3,10,.0051575
2010,3,11,.0001928
2010,3,12,-.0082243
2010,3,15,-.0030338
2010,3,16,.0111327
2010,3,17,-.0029326
2010,3,18,-.0017079
2010,3,19,-.0120002
2010,3,22,.0033516
2010,3,23,.001251
2010,3,24,-.0065754
2010,3,25,-.0060714
2010,3,26,.0021415
2010,3,29,.0135669
2010,3,30,.000637
2010,3,31,.0053039
2010,4,1,.0088838
2010,4,5,.00258
2010,4,6,-.002508
2010,4,7,-.0037354
2010,4,8,.0128968
2010,4,9,-.0037406
2010,4,12,-.0110478
2010,4,13,.0006074
2010,4,14,.0040554
2010,4,15,-.0043379
2010,4,16,-.0151968
2010,4,19,-.0026102
2010,4,20,.0041403
2010,4,22,-.0015591
2010,4,23,.0023021
2010,4,26,-.0097788
2010,4,27,-.0312368
2010,4,28,.0016123
2010,4,29,.0173392
2010,4,30,-.0046375
2010,5,3,-.0096817
2010,5,4,-.0305971
2010,5,5,.0001872
2010,5,6,-.0171375
2010,5,7,-.0057463
2010,5,10,.0337138
2010,5,11,-.0130603
2010,5,12,.0086831
2010,5,13,-.005424
2010,5,14,-.0173232
2010,5,17,-.004387
2010,5,18,-.0258415
2010,5,19,-.0214821
2010,5,20,-.0281879
2010,5,21,.0307071
2010,5,24,-.0051753
2010,5,25,-.0133618
2010,5,26,.0124341
2010,5,27,.0288889
2010,5,28,-.0017801
2010,5,31,.0207205
2010,6,1,-.0190373
2010,6,2,.0178672
2010,6,4,-.0163282
2010,6,7,-.0073108
2010,6,8,.0072887
2010,6,9,-.0040247
2010,6,10,.0199542
2010,6,11,.0054721
2010,6,14,-.003179
2010,6,15,.0116863
2010,6,16,.0051654
2010,6,17,-.0052594
2010,6,18,-.0007003
2010,6,21,.0078537
2010,6,22,-.0016198
2010,6,23,.001863
2010,6,24,-.0206361
2010,6,25,.0122204
2010,6,28,-.0084034
2010,6,29,-.0316989
2010,6,30,-.0159866
2010,7,1,.0095423
2010,7,2,.004608
2010,7,5,-.0102845
2010,7,6,.0178474
2010,7,7,.0184213
2010,7,8,.0028495
2010,7,12,-.0079673
2010,7,13,.0098439
2010,7,14,-.004361
2010,7,15,-.0012579
2010,7,16,-.0155147
2010,7,19,.0138483
2010,7,20,.0167436
2010,7,21,-.0013991
2010,7,22,.0189186
2010,7,23,.0052012
2010,7,26,.0011153
2010,7,27,.0013023
2010,7,28,.0059527
2010,7,29,.000285
2010,7,30,.0063085
2010,8,2,.0125561
2010,8,3,-.0073512
2010,8,4,.0018977
2010,8,5,.0026587
2010,8,6,-.0045327
2010,8,9,-.0030789
2010,8,10,-.0092748
2010,8,11,-.0190772
2010,8,12,.004263
2010,8,13,.0020713
2010,8,16,.0063966
2010,8,17,.0101083
2010,8,18,.0000457
2010,8,19,-.0104623
2010,8,20,-.001733
2010,8,23,-.0092508
2010,8,24,-.0124635
2010,8,25,-.0064038
2010,8,26,-.0120624
2010,8,27,.0252654
2010,8,30,-.0193012
2010,8,31,.0152406
2010,9,1,.0252574
2010,9,2,-.0052271
2010,9,3,-.0002114
2010,9,6,-.0002333
2010,9,8,-.0060832
2010,9,9,-.0001497
2010,9,10,.0016785
2010,9,13,.0182218
2010,9,14,-.00383
2010,9,15,.004945
2010,9,16,-.0057912
2010,9,17,-.0077595
2010,9,20,.0141977
2010,9,21,-.008564
2010,9,22,.0050474
2010,9,23,.0076962
2010,9,24,-.0066106
2010,9,27,.0089279
2010,9,28,.006073
2010,9,29,.0086849
2010,9,30,.0033275
2010,10,1,.0103468
2010,10,4,.002057
2010,10,5,.009087
2010,10,6,-.0093402
2010,10,7,-.0072249
2010,10,8,.0137265
2010,10,11,.0012141
2010,10,13,.0097176
2010,10,14,.00111
2010,10,15,.0019936
2010,10,18,.0010742
2010,10,19,-.0237209
2010,10,20,.0060383
2010,10,21,-.0102826
2010,10,22,-.0015014
2010,10,25,.0049989
2010,10,26,.0148381
2010,10,27,-.0067562
2010,10,28,-.0039583
2010,10,29,.0036752
2010,11,1,.0132592
2010,11,3,.0048935
2010,11,4,.0159685
2010,11,5,-.0043552
2010,11,8,.0034204
2010,11,9,-.0128132
2010,11,10,.0004452
2010,11,11,-.0103514
2010,11,12,-.0109444
2010,11,16,-.0148248
2010,11,17,.0050246
2010,11,18,.0148918
2010,11,19,.0018991
2010,11,22,-.0147043
2010,11,23,-.0220204
2010,11,24,.0196853
2010,11,25,-.0048121
2010,11,26,-.0120979
2010,11,29,-.0039568
2010,11,30,-.0057737
2010,12,1,.021889
2010,12,2,.0028568
2010,12,3,.0004921
2010,12,6,-.0040397
2010,12,7,-.0050892
2010,12,8,-.0109791
2010,12,9,-.0037695
2010,12,10,.0059432
2010,12,13,.00912
2010,12,14,-.0024531
2010,12,15,-.0091257
2010,12,16,-.005809
2010,12,17,.0083924
2010,12,20,-.0092183
2010,12,21,.0129189
2010,12,22,.0035848
2010,12,23,.0004427
2010,12,27,-.0078714
2010,12,28,.0021082
2010,12,29,.0105089
2010,12,30,.0062966
2011,1,3,.0077638
2011,1,4,.0044327
2011,1,5,.0089092
2011,1,6,-.0082367
2011,1,7,-.0101811
2011,1,10,.0032827
2011,1,11,.004071
2011,1,12,.0132979
2011,1,13,-.0119695
2011,1,14,.0028586
2011,1,17,-.0026515
2011,1,18,-.0000355
2011,1,19,-.0109384
2011,1,20,-.0074723
2011,1,21,-.0065861
2011,1,24,.0053598
2011,1,26,-.0064179
2011,1,27,-.0075277
2011,1,28,-.0193903
2011,1,31,-.0034684
2011,2,1,.0137036
2011,2,2,-.0108774
2011,2,3,-.0020551
2011,2,4,-.0205058
2011,2,7,.0012974
2011,2,8,.0044149
2011,2,9,-.0239361
2011,2,10,.0023324
2011,2,11,.017028
2011,2,14,.0090728
2011,2,15,.0026854
2011,2,16,.0174756
2011,2,17,.001904
2011,2,18,.0032826
2011,2,21,-.008508
2011,2,22,-.0114549
2011,2,23,.0062203
2011,2,24,-.0034014
2011,2,25,.0005272
2011,2,28,.0087908
2011,3,1,-.0114783
2011,3,2,.0132988
2011,3,3,.0080976
2011,3,4,-.0012969
2011,3,9,-.0108922
2011,3,10,-.0188932
2011,3,11,.0089068
2011,3,14,.0047736
2011,3,15,-.0029704
2011,3,16,-.0171908
2011,3,17,.0046567
2011,3,18,.0078938
2011,3,21,.0014563
2011,3,22,.0130966
2011,3,23,.0035207
2011,3,24,-.0026096
2011,3,25,.0031014
2011,3,28,-.0089843
2011,3,29,.0029299
2011,3,30,.0097011
2011,3,31,.0106091
2011,4,1,.0090084
2011,4,4,.0021374
2011,4,5,.0008519
2011,4,6,-.008299
2011,4,7,-.0014565
2011,4,8,-.0076236
2011,4,11,-.007064
2011,4,12,-.0166854
2011,4,13,-.0063497
2011,4,14,-.0008275
2011,4,15,.0042753
2011,4,18,-.0149315
2011,4,19,.0101527
2011,4,20,.0130219
2011,4,25,-.0006461
2011,4,26,.0033115
2011,4,27,-.0117569
2011,4,28,-.0093099
2011,4,29,.0051916
2011,5,2,-.0052419
2011,5,3,-.016455
2011,5,4,-.007939
2011,5,5,-.0012294
2011,5,6,.0115984
2011,5,9,.0025413
2011,5,10,.0032406
2011,5,11,-.015864
2011,5,12,.0014431
2011,5,13,-.0123834
2011,5,16,-.0032243
2011,5,17,.0097016
2011,5,18,-.0093043
2011,5,19,-.0044197
2011,5,20,.0022849
2011,5,23,-.005721
2011,5,24,.0131112
2011,5,25,-.0012173
2011,5,26,.0101708
2011,5,27,.002478
2011,5,30,-.0061055
2011,5,31,.0062422
2011,6,1,-.0135169
2011,6,2,.0076226
2011,6,3,.0004827
2011,6,6,-.0156718
2011,6,7,.0016793
2011,6,8,-.0018357
2011,6,9,.0034646
2011,6,10,-.0095397
2011,6,13,-.0101289
2011,6,14,.0059924
2011,6,15,-.0064282
2011,6,16,-.0087233
2011,6,17,.0000883
2011,6,20,.0029785
2011,6,21,.0048636
2011,6,22,-.001629
2011,6,24,-.0016458
2011,6,27,.0020787
2011,6,28,.0142744
2011,6,29,.0017655
2011,6,30,.0027714
2011,7,1,.011748
2011,7,4,.0051184
2011,7,5,-.0089709
2011,7,6,-.0061696
2011,7,7,-.0065648
2011,7,8,-.0120628
2011,7,11,-.0177527
2011,7,12,-.0085605
2011,7,13,.0136758
2011,7,14,-.0137846
2011,7,15,-.0052477
2011,7,18,-.0080787
2011,7,19,.0038383
2011,7,20,-.0015655
2011,7,21,.0133905
2011,7,22,-.0007776
2011,7,25,-.0043942
2011,7,26,-.0062317
2011,7,27,-.0147244
2011,7,28,.0069322
2011,7,29,.0006281
2011,8,1,-.0023069
2011,8,2,-.0199599
2011,8,3,-.01936
2011,8,4,-.0495351
2011,8,5,-.0004059
2011,8,8,-.0759845
2011,8,9,.0417737
2011,8,10,.0039692
2011,8,11,.0309164
2011,8,12,.0044412
2011,8,15,.0223406
2011,8,16,-.0025401
2011,8,17,.0112318
2011,8,18,-.0265542
2011,8,19,-.0156475
2011,8,22,-.0032877
2011,8,23,.0221044
2011,8,24,.0000315
2011,8,25,-.0104237
2011,8,26,.004597
2011,8,29,.0242161
2011,8,30,.0074064
2011,8,31,.0199827
2011,9,1,.0218355
2011,9,2,-.0206101
2011,9,5,-.0226783
2011,9,6,.0211736
2011,9,8,.0129209
2011,9,9,-.0248378
2011,9,12,-.0007705
2011,9,13,-.0016123
2011,9,14,.0114814
2011,9,15,.0024748
2011,9,16,.0128086
2011,9,19,.0018047
2011,9,20,-.006075
2011,9,21,-.004089
2011,9,22,-.0420276
2011,9,23,-.0081061
2011,9,26,.0091729
2011,9,27,.0051244
2011,9,28,-.0066552
2011,9,29,.002173
2011,9,30,-.0098779
2011,10,3,-.0223901
2011,10,4,-.0063332
2011,10,5,.005061
2011,10,6,.0183065
2011,10,7,-.0164596
2011,10,10,.0308284
2011,10,11,.0047588
2011,10,13,.0106606
2011,10,14,.0053505
2011,10,17,-.0115529
2011,10,18,.0146187
2011,10,19,-.0009101
2011,10,20,-.0131945
2011,10,21,.0166427
2011,10,24,.0209567
2011,10,25,-.0074906
2011,10,26,.0103138
2011,10,27,.0220465
2011,10,28,.0048019
2011,10,31,-.0103487
2011,11,1,-.0108835
2011,11,3,.0135777
2011,11,4,.0051865
2011,11,7,.0079137
2011,11,8,-.0033344
2011,11,9,-.0182731
2011,11,10,-.0058915
2011,11,11,.0153619
2011,11,14,-.0001991
2011,11,16,.0055017
2011,11,17,-.0245861
2011,11,18,-.0042239
2011,11,21,-.0052697
2011,11,22,-.0060298
2011,11,23,-.0123636
2011,11,24,.0052862
2011,11,25,-.0075257
2011,11,28,.0165312
2011,11,29,-.0085338
2011,11,30,.0261075
2011,12,1,.0186893
2011,12,2,-.0029886
2011,12,5,.0127738
2011,12,6,.0102312
2011,12,7,-.010138
2011,12,8,-.0127014
2011,12,9,.0098364
2011,12,12,-.010708
2011,12,13,.0030096
2011,12,14,-.0125105
2011,12,15,-.0048087
2011,12,16,-.002419
2011,12,19,-.0071173
2011,12,20,.0239797
2011,12,21,-.0030148
2011,12,22,.0095371
2011,12,23,.0060925
2011,12,26,-.0013717
2011,12,27,.0044864
2011,12,28,-.0193499
2011,12,29,.0046694
2012,1,2,.0076562
2012,1,3,.0180526
2012,1,4,-.0009901
2012,1,5,-.010637
2012,1,6,-.0010024
2012,1,9,.0040578
2012,1,10,.0052616
2012,1,11,.0009643
2012,1,12,-.00011
2012,1,13,-.0055256
2012,1,16,.0107602
2012,1,17,.0087844
2012,1,18,.014657
2012,1,19,.0002549
2012,1,20,.0020943
2012,1,23,.0013846
2012,1,24,.0025638
2012,1,26,.000932
2012,1,27,-.0039277
2012,1,30,-.0016631
2012,1,31,.0029125
2012,2,1,.0158583
2012,2,2,-.0035543
2012,2,3,.0053947
2012,2,6,.0006863
2012,2,7,.0100152
2012,2,8,-.0014806
2012,2,9,-.0024145
2012,2,10,-.0210145
2012,2,13,.0198893
2012,2,14,-.0116954
2012,2,15,.0002252
2012,2,16,.0126696
2012,2,17,.0042825
2012,2,22,-.0015514
2012,2,23,-.0027
2012,2,24,.0059327
2012,2,27,-.0060385
2012,2,28,.0082748
2012,2,29,.0028829
2012,3,1,.0133982
2012,3,2,.0111472
2012,3,5,-.0104376
2012,3,6,-.0226052
2012,3,7,.0118396
2012,3,8,.0109052
2012,3,9,.0033104
2012,3,12,-.0044474
2012,3,13,.0227826
2012,3,14,.0001267
2012,3,15,-.0075085
2012,3,16,.0006231
2012,3,19,.0030353
2012,3,20,-.0053223
2012,3,21,-.0029988
2012,3,22,-.0119075
2012,3,23,-.0010547
2012,3,26,.0173431
2012,3,27,-.0053494
2012,3,28,-.0181658
2012,3,29,-.001768
2012,3,30,-.0032988
2012,4,2,.011066
2012,4,3,-.0130921
2012,4,4,-.018045
2012,4,5,.0004778
2012,4,9,-.0102776
2012,4,10,-.0107354
2012,4,11,.0006506
2012,4,12,.0232196
2012,4,13,-.0113157
2012,4,16,-.0050482
2012,4,17,.0077813
2012,4,18,.0061479
2012,4,19,-.0023092
2012,4,20,.0030685
2012,4,23,-.0096283
2012,4,24,.0017099
2012,4,25,-.0068251
2012,4,26,.0055958
2012,4,27,-.0017666
2012,4,30,.0026428
2012,5,2,.0045026
2012,5,3,-.0067771
2012,5,4,-.0166857
2012,5,7,.0065442
2012,5,8,-.0121082
2012,5,9,-.0079948
2012,5,10,.0002588
2012,5,11,-.0055511
2012,5,14,-.0224312
2012,5,15,-.0136841
2012,5,16,-.0028248
2012,5,17,-.0273166
2012,5,18,.0077601
2012,5,21,.0300133
2012,5,22,-.0125384
2012,5,23,-.0138988
2012,5,24,-.0111084
2012,5,25,.0025168
2012,5,28,.0104085
2012,5,29,-.004173
2012,5,30,-.0105537
2012,5,31,.0168799
2012,6,1,-.0188535
2012,6,4,-.0018137
2012,6,5,-.0130449
2012,6,6,.0277363
2012,6,8,-.0009523
2012,6,11,-.0056837
2012,6,12,.016131
2012,6,13,.0030479
2012,6,14,-.0058141
2012,6,15,.0092234
2012,6,18,.008216
2012,6,19,.0183772
2012,6,20,-.0020946
2012,6,21,-.0242721
2012,6,22,-.0030446
2012,6,25,-.0237436
2012,6,26,.0041774
2012,6,27,-.00566
2012,6,28,-.0035549
2012,6,29,.0234225
2012,7,2,.0007243
2012,7,3,.017161
2012,7,4,.0042527
2012,7,5,.0038164
2012,7,6,-.0120979
2012,7,10,-.024006
2012,7,11,-.0013227
2012,7,12,-.0038431
2012,7,13,.0131269
2012,7,16,-.008472
2012,7,17,.0033163
2012,7,18,.0095101
2012,7,19,.0087875
2012,7,20,-.0130043
2012,7,23,-.0149927
2012,7,24,-.0064023
2012,7,25,.0014554
2012,7,26,.0217537
2012,7,27,.0355753
2012,7,30,.0078804
2012,7,31,-.0171265
2012,8,1,.0024269
2012,8,2,-.0102343
2012,8,3,.0185956
2012,8,6,.0134482
2012,8,7,-.0024464
2012,8,8,.0144468
2012,8,9,-.0053475
2012,8,10,.0065965
2012,8,13,-.004394
2012,8,14,-.0094013
2012,8,15,.0011258
2012,8,16,.0124082
2012,8,17,-.0058028
2012,8,20,-.0003634
2012,8,21,-.0088127
2012,8,22,.006693
2012,8,23,-.0088602
2012,8,24,-.0015563
2012,8,27,-.0029484
2012,8,28,.0016054
2012,8,29,-.0145597
2012,8,30,-.0032891
2012,8,31,-.0041634
2012,9,3,.0041557
2012,9,4,-.0129073
2012,9,5,.0094456
2012,9,6,.0212917
2012,9,10,-.0012783
2012,9,11,.0091487
2012,9,12,.0003277
2012,9,13,.0234693
2012,9,14,.0061293
2012,9,17,.0003412
2012,9,18,-.0044641
2012,9,19,-.004605
2012,9,20,.001134
2012,9,21,-.0020656
2012,9,24,.0052425
2012,9,25,-.0210101
2012,9,26,.000582
2012,9,27,-.0013669
2012,9,28,-.0116698
2012,10,1,.0078448
2012,10,2,.0016865
2012,10,3,-.0099866
2012,10,4,.0031053
2012,10,5,.0037983
2012,10,8,.0087196
2012,10,9,-.0100996
2012,10,10,-.0062508
2012,10,11,.009947
2012,10,15,.0053622
2012,10,16,.004659
2012,10,17,.0027179
2012,10,18,-.0023629
2012,10,19,-.0102301
2012,10,22,-.0049258
2012,10,23,-.0150835
2012,10,24,-.0021603
2012,10,25,.0102252
2012,10,26,-.0027314
2012,10,29,-.000676
2012,10,30,.0050911
2012,10,31,-.0087983
2012,11,1,.0176562
2012,11,5,.0003421
2012,11,6,.0113035
2012,11,7,-.0130851
2012,11,8,-.0152896
2012,11,9,-.003392
2012,11,12,-.005445
2012,11,13,.0086783
2012,11,14,-.0143793
2012,11,16,-.0047115
2012,11,19,.0106959
2012,11,21,-.0003005
2012,11,22,.0014591
2012,11,23,.0165665
2012,11,26,-.0094971
2012,11,27,-.0077364
2012,11,28,.0041564
2012,11,29,.0135854
2012,11,30,.0008504
2012,12,3,.0095947
2012,12,4,-.0091704
2012,12,5,.0013234
2012,12,6,-.0014441
2012,12,7,.0066425
2012,12,10,.0077543
2012,12,11,.0089824
2012,12,12,-.0015903
2012,12,13,-.0021589
2012,12,14,.004672
2012,12,17,.0011781
2012,12,18,.0086381
2012,12,19,.0100157
2012,12,20,-.0014153
2012,12,21,-.0017766
2012,12,26,-.0062881
2012,12,27,-.0056057
2012,12,28,.0057982
2013,1,2,.0181662
2013,1,3,.0129853
2013,1,4,-.0072401
2013,1,7,-.009255
2013,1,8,-.0079858
2013,1,9,.0090099
2013,1,10,-.0005952
2013,1,11,-.0034505
2013,1,14,.0061796
2013,1,15,-.0041612
2013,1,16,.0062049
2013,1,17,.007212
2013,1,18,-.0026809
2013,1,21,-.0007859
2013,1,22,.0019193
2013,1,23,.0004189
2013,1,24,-.0062556
2013,1,28,-.016832
2013,1,29,.0050623
2013,1,30,-.0132327
2013,1,31,.008454
2013,2,1,.0038284
2013,2,4,-.0080304
2013,2,5,.0005281
2013,2,6,-.0076879
2013,2,7,-.0085631
2013,2,8,.0032373
2013,2,13,-.0015044
2013,2,14,-.0055866
2013,2,15,.0026644
2013,2,18,-.0002066
2013,2,19,-.0014067
2013,2,20,-.0147726
2013,2,21,-.0055419
2013,2,22,.0074726
2013,2,25,-.0029966
2013,2,26,.002635
2013,2,27,.0005002
2013,2,28,.0083811
2013,3,1,-.0021868
2013,3,4,-.0064018
2013,3,5,-.0023462
2013,3,6,.0266342
2013,3,7,.0046155
2013,3,8,-.0008096
2013,3,11,.002882
2013,3,12,-.0074494
2013,3,13,-.0088016
2013,3,14,.0025477
2013,3,15,-.0073118
2013,3,18,.0010625
2013,3,19,-.0077626
2013,3,20,-.0020046
2013,3,21,-.0077738
2013,3,22,-.004275
2013,3,25,-.0067814
2013,3,26,.0106355
2013,3,27,.0047059
2013,3,28,.0082092
2013,4,1,-.0070107
2013,4,2,-.0103724
2013,4,3,.0057018
2013,4,4,-.0137764
2013,4,5,.0026348
2013,4,8,-.0013579
2013,4,9,.0152053
2013,4,10,.0055742
2013,4,11,-.0095997
2013,4,12,-.0078076
2013,4,15,-.0308465
2013,4,16,.020543
2013,4,17,-.0141353
2013,4,18,.0023765
2013,4,19,.0119739
2013,4,22,.0019153
2013,4,23,.0142266
2013,4,24,-.0021988
2013,4,25,-.0029443
2013,4,26,-.0146621
2013,4,29,.0081172
2013,4,30,.0258191
2013,5,2,-.008059
2013,5,3,.0046662
2013,5,6,-.0001739
2013,5,7,.0124166
2013,5,8,-.0023918
2013,5,9,.0015599
2013,5,10,-.0041132
2013,5,13,-.0111218
2013,5,14,.0055716
2013,5,15,.0034661
2013,5,16,-.0038235
2013,5,17,.0079644
2013,5,20,.0085105
2013,5,21,.0053318
2013,5,22,-.0001258
2013,5,23,-.0049634
2013,5,24,-.0007623
2013,5,27,-.0021593
2013,5,28,.0015823
2013,5,29,-.0178686
2013,5,31,-.0088089
2013,6,3,-.0005004
2013,6,4,-.0032582
2013,6,5,-.0194074
2013,6,6,.0017012
2013,6,7,-.0147895
2013,6,10,-.0041895
2013,6,11,-.0250678
2013,6,12,-.0096219
2013,6,13,.0119697
2013,6,14,-.0135095
2013,6,17,.0035701
2013,6,18,.0002041
2013,6,19,-.0219268
2013,6,20,-.0050841
2013,6,21,-.0149393
2013,6,24,-.0227305
2013,6,25,.0127101
2013,6,26,.0073337
2013,6,27,.0146958
2013,6,28,.0092575
2013,7,1,.0019145
2013,7,2,-.036034
2013,7,3,-.0032746
2013,7,4,.0083617
2013,7,5,-.0115745
2013,7,8,-.00249
2013,7,10,.0072957
2013,7,11,.0214671
2013,7,12,-.0128606
2013,7,15,.0152954
2013,7,16,.003143
2013,7,17,.0058363
2013,7,18,-.0000785
2013,7,19,-.0070913
2013,7,22,.0199929
2013,7,23,.0053138
2013,7,24,-.007364
2013,7,25,.0080136
2013,7,26,.0020458
2013,7,29,-.0045125
2013,7,30,-.0053786
2013,7,31,.0017935
2013,8,1,.0178612
2013,8,2,-.0081586
2013,8,5,-.0049284
2013,8,6,-.0177845
2013,8,7,-.0003521
2013,8,8,.0196405
2013,8,9,.0096455
2013,8,12,.0022222
2013,8,13,.0068049
2013,8,14,-.0002342
2013,8,15,-.0000798
2013,8,16,.005186
2013,8,19,-.0034345
2013,8,20,-.0205019
2013,8,21,-.0041824
2013,8,22,.0132154
2013,8,23,.0099696
2013,8,26,-.0122901
2013,8,27,-.0191705
2013,8,28,-.0043807
2013,8,29,.0066908
2013,8,30,.0077207
2013,9,2,.0140944
2013,9,3,-.0123781
2013,9,4,.0038146
2013,9,5,.0123593
2013,9,6,.0090685
2013,9,9,.0196649
2013,9,10,.0065504
2013,9,11,-.0022013
2013,9,12,-.0085678
2013,9,13,.0068024
2013,9,16,.0038924
2013,9,17,.0035241
2013,9,18,.0172496
2013,9,19,-.0001092
2013,9,20,-.0143854
2013,9,23,.0066062
2013,9,24,-.0023324
2013,9,25,-.0009011
2013,9,26,-.0003719
2013,9,27,.003436
2013,9,30,-.0175133
2013,10,1,.0105135
2013,10,2,-.0015042
2013,10,3,-.0071275
2013,10,4,.0046976
2013,10,7,-.0028242
2013,10,8,-.0062138
2013,10,9,.0033277
2013,10,10,.0078243
2013,10,11,.0037498
2013,10,14,.0110139
2013,10,15,-.0000474
2013,10,16,.0017121
2013,10,17,.0018471
2013,10,18,.0021837
2013,10,21,.0069822
2013,10,22,.0053397
2013,10,23,-.0135727
2013,10,24,-.0029546
2013,10,25,-.0013051
2013,10,28,.012045
2013,10,29,-.0017427
2013,10,30,.0015603
2013,10,31,.0054777
2013,11,1,-.0040304
2013,11,4,.0062468
2013,11,5,-.008907
2013,11,6,-.0031053
2013,11,7,-.0093773
2013,11,8,-.0098201
2013,11,11,.0057524
2013,11,12,-.0116959
2013,11,13,.0055661
2013,11,14,.0161444
2013,11,18,.0127394
2013,11,19,-.0169108
2013,11,21,-.0057484
2013,11,22,-.0024713
2013,11,25,-.0086855
2013,11,26,-.0109899
2013,11,27,.007013
2013,11,28,-.0003905
2013,11,29,.0098018
2013,12,2,-.0215469
2013,12,3,-.0130254
2013,12,4,-.0060017
2013,12,5,.0069812
2013,12,6,-.0004805
2013,12,9,.0024072
2013,12,10,-.0041416
2013,12,11,-.0156269
2013,12,12,-.0000802
2013,12,13,-.0003476
2013,12,16,.0032426
2013,12,17,-.0027609
2013,12,18,.0024868
2013,12,19,.0144248
2013,12,20,-.0039994
2013,12,23,.0017954
2013,12,26,-.0018053
2013,12,27,.002138
2013,12,30,.0042938
2014,1,2,-.0133092
2014,1,3,-.0006358
2014,1,6,-.0009046
2014,1,7,-.00955
2014,1,8,.0004623
2014,1,9,-.0204631
2014,1,10,.0058894
2014,1,13,-.0056508
2014,1,14,.00469
2014,1,15,.0054615
2014,1,16,-.0069877
2014,1,17,-.0094632
2014,1,20,-.0083025
2014,1,21,-.0020721
2014,1,22,.0106957
2014,1,23,-.01679
2014,1,24,-.010361
2014,1,27,-.0010939
2014,1,28,.0016805
2014,1,29,-.0068102
2014,1,30,-.0050495
2014,1,31,.0061097
2014,2,3,-.0261337
2014,2,4,.0142851
2014,2,5,-.006759
2014,2,6,.0180853
2014,2,7,.0051087
2014,2,10,-.0053687
2014,2,11,.0109093
2014,2,12,-.0032655
2014,2,13,-.0083674
2014,2,14,.0046728
2014,2,17,-.0106936
2014,2,18,-.0154218
2014,2,19,.0079201
2014,2,20,.0014335
2014,2,21,.000696
2014,2,24,-.0000318
2014,2,25,-.0113036
2014,2,26,-.0024444
2014,2,27,.0163389
2014,2,28,-.0088545
2014,3,5,-.0074588
2014,3,6,.0090809
2014,3,7,-.0144024
2014,3,10,-.0139584
2014,3,11,.0046614
2014,3,12,.0015261
2014,3,13,-.0076809
2014,3,14,-.0094113
2014,3,17,.0028229
2014,3,18,.0191855
2014,3,19,.0068001
2014,3,20,.0131435
2014,3,21,.0023495
2014,3,24,.009537
2014,3,25,.0024252
2014,3,26,-.0016652
2014,3,27,.026699
2014,3,28,.001391
2014,3,31,.0106071
2014,4,1,-.0019967
2014,4,2,.0222419
2014,4,3,-.0050401
2014,4,4,-.0051279
2014,4,7,.0157392
2014,4,8,-.0094586
2014,4,9,-.0065689
2014,4,10,-.0000323
2014,4,11,.0116417
2014,4,14,-.0046404
2014,4,15,-.0173233
2014,4,16,.0130379
2014,4,17,.0151085
2014,4,22,-.0028969
2014,4,23,-.0067884
2014,4,24,.0032082
2014,4,25,-.0058904
2014,4,28,.0006035
2014,4,29,.0037903
2014,4,30,-.0013113
2014,5,2,.0201866
2014,5,5,.0052784
2014,5,6,.004776
2014,5,7,.0048519
2014,5,8,-.010434
2014,5,9,-.007366
2014,5,12,.0143939
2014,5,13,-.0025905
2014,5,14,.0068114
2014,5,15,-.0094322
2014,5,16,.0026983
2014,5,19,-.0099078
2014,5,20,-.015927
2014,5,21,-.0046187
2014,5,22,.0097142
2014,5,23,-.0031136
2014,5,26,.0046422
2014,5,27,-.0112329
2014,5,28,.0082568
2014,5,29,-.0057626
2014,5,30,-.016041
2014,6,2,.003867
2014,6,3,.0073268
2014,6,4,-.0027471
2014,6,5,-.003603
2014,6,6,.0249792
2014,6,9,.0194642
2014,6,10,.0062675
2014,6,11,.0080154
2014,6,13,-.0034557
2014,6,16,-.0032358
2014,6,17,-.005444
2014,6,18,.0127723
2014,6,20,-.0097344
2014,6,23,-.007294
2014,6,24,.0013431
2014,6,25,-.013201
2014,6,26,.0008103
2014,6,27,-.0059608
2014,6,30,-.0009243
2014,7,1,-.001996
2014,7,2,-.0044494
2014,7,3,.0116021
2014,7,4,.0027945
2014,7,7,-.0036893
2014,7,8,-.0028137
2014,7,10,.014366
2014,7,11,.0032641
2014,7,14,.0148071
2014,7,15,.0022766
2014,7,16,-.0063243
2014,7,17,-.002293
2014,7,18,.0186327
2014,7,21,.0096158
2014,7,22,.0055542
2014,7,23,-.0070979
2014,7,24,.0063242
2014,7,25,-.0031335
2014,7,28,-.0026166
2014,7,29,-.0097997
2014,7,30,-.0051806
2014,7,31,-.0149714
2014,8,1,.0008048
2014,8,4,.0103841
2014,8,5,-.0059753
2014,8,6,.0022441
2014,8,7,-.0054996
2014,8,8,-.0108328
2014,8,11,.0163294
2014,8,12,-.0024007
2014,8,13,-.0119221
2014,8,14,.0024175
2014,8,15,.0179471
2014,8,18,.0084519
2014,8,19,.0122909
2014,8,20,.0061886
2014,8,21,.0018335
2014,8,22,-.0089306
