ano,mes,dia,SMB
2010,2,4,-.0035685
2010,2,5,-.0065106
2010,2,8,.0037001
2010,2,9,-.0008911
2010,2,10,.0090493
2010,2,11,-.0052254
2010,2,12,.0104229
2010,2,17,.0013387
2010,2,18,.0024186
2010,2,19,.0032817
2010,2,22,.0056894
2010,2,23,.0030576
2010,2,24,-.000323
2010,2,25,-.0036152
2010,2,26,.0054513
2010,3,1,-.0069047
2010,3,2,-.000712
2010,3,3,-.0106032
2010,3,4,-.0063191
2010,3,5,-.0102226
2010,3,8,.0004383
2010,3,9,-.0090834
2010,3,10,-.0027019
2010,3,11,-.0003065
2010,3,12,.0007799
2010,3,15,-.0036861
2010,3,16,.0042705
2010,3,17,-.0043308
2010,3,18,.0010192
2010,3,19,.0148482
2010,3,22,-.0074509
2010,3,23,-.0000515
2010,3,24,-.000619
2010,3,25,.0085192
2010,3,26,-.0104769
2010,3,29,-.0176421
2010,3,30,-.0047788
2010,3,31,-.0042304
2010,4,1,-.0062083
2010,4,5,-.0039642
2010,4,6,.0029161
2010,4,7,.0003877
2010,4,8,2.29e-07
2010,4,9,.0013026
2010,4,12,.0084478
2010,4,13,.000454
2010,4,14,.007396
2010,4,15,.000091
2010,4,16,.0027352
2010,4,19,-.0044632
2010,4,20,-.0009163
2010,4,22,.0046569
2010,4,23,-.0012406
2010,4,26,.0068652
2010,4,27,.0118451
2010,4,28,-.0042705
2010,4,29,-.0020957
2010,4,30,-.0014534
2010,5,3,.0066573
2010,5,4,.0086798
2010,5,5,-.0079114
2010,5,6,-.0089311
2010,5,7,-.0193313
2010,5,10,.0111811
2010,5,11,.0003995
2010,5,12,.0064059
2010,5,13,-.0037264
2010,5,14,-.0080315
2010,5,17,-.0134593
2010,5,18,.0006491
2010,5,19,-.0145219
2010,5,20,.0057389
2010,5,21,.0103918
2010,5,24,-.006783
2010,5,25,.0063663
2010,5,26,-.0020551
2010,5,27,.012071
2010,5,28,.0106346
2010,5,31,-.0056127
2010,6,1,.0048052
2010,6,2,-.0037917
2010,6,4,.0085209
2010,6,7,-.0040229
2010,6,8,.0037204
2010,6,9,.0014834
2010,6,10,-.0079013
2010,6,11,.0026434
2010,6,14,.0005799
2010,6,15,.003027
2010,6,16,-.0016157
2010,6,17,.0047737
2010,6,18,.0024002
2010,6,21,-.0017722
2010,6,22,-.0019402
2010,6,23,-.0079436
2010,6,24,.0064654
2010,6,25,-.0010469
2010,6,28,.0121592
2010,6,29,.0008112
2010,6,30,.0188586
2010,7,1,-.009278
2010,7,2,.0085727
2010,7,5,.0094096
2010,7,6,-.0119357
2010,7,7,-.0013758
2010,7,8,.0014642
2010,7,12,.0029607
2010,7,13,-.0046855
2010,7,14,.0111678
2010,7,15,.0041537
2010,7,16,.0102929
2010,7,19,-.0059725
2010,7,20,-.0115755
2010,7,21,.0032447
2010,7,22,.0001662
2010,7,23,-.0002988
2010,7,26,-.0021951
2010,7,27,-.0064926
2010,7,28,.0002204
2010,7,29,.0083092
2010,7,30,.0024654
2010,8,2,-.0037766
2010,8,3,.0022632
2010,8,4,.0009732
2010,8,5,-.000443
2010,8,6,.005692
2010,8,9,.0053667
2010,8,10,.0061741
2010,8,11,-.0013191
2010,8,12,-.0007854
2010,8,13,.0054235
2010,8,16,-.0006404
2010,8,17,.0062637
2010,8,18,.0065454
2010,8,19,.0027356
2010,8,20,-.0035455
2010,8,23,.0107321
2010,8,24,.0018258
2010,8,25,-.0026436
2010,8,26,.0141579
2010,8,27,-.0082883
2010,8,30,.0125963
2010,8,31,-.0060294
2010,9,1,-.0127124
2010,9,2,.0079719
2010,9,3,.0013254
2010,9,6,-.0000776
2010,9,8,-.0023313
2010,9,9,.004079
2010,9,10,-.0033873
2010,9,13,-.0057994
2010,9,14,-.0004425
2010,9,15,-.0063028
2010,9,16,.0049812
2010,9,17,.0118294
2010,9,20,-.0030758
2010,9,21,.0018346
2010,9,22,-.0047124
2010,9,23,-.0026187
2010,9,24,.0058008
2010,9,27,.002061
2010,9,28,-.0083186
2010,9,29,-.0034466
2010,9,30,.0035717
2010,10,1,.0094187
2010,10,4,-.0047878
2010,10,5,.0016361
2010,10,6,.005582
2010,10,7,.0039789
2010,10,8,-.0005445
2010,10,11,.0070402
2010,10,13,.0058837
2010,10,14,.0052096
2010,10,15,-.0007821
2010,10,18,.003476
2010,10,19,-.0084398
2010,10,20,.0063628
2010,10,21,.0065833
2010,10,22,.0128845
2010,10,25,-.0084478
2010,10,26,-.004907
2010,10,27,.0047067
2010,10,28,-.0049894
2010,10,29,-.000499
2010,11,1,.0001695
2010,11,3,.0049772
2010,11,4,-.0002887
2010,11,5,.0038619
2010,11,8,-.0077057
2010,11,9,-.0117943
2010,11,10,-.0237189
2010,11,11,.0128131
2010,11,12,-.0129805
2010,11,16,.0001475
2010,11,17,.0050753
2010,11,18,.0016805
2010,11,19,.0007932
2010,11,22,.0006069
2010,11,23,.0007775
2010,11,24,-.0028661
2010,11,25,.0071759
2010,11,26,.0066364
2010,11,29,-.0083617
2010,11,30,.0093619
2010,12,1,-.0123159
2010,12,2,.0039329
2010,12,3,-.0068356
2010,12,6,.0050631
2010,12,7,.0047159
2010,12,8,-.0014804
2010,12,9,-.0079798
2010,12,10,-.002261
2010,12,13,-.00351
2010,12,14,.0070733
2010,12,15,-.0048285
2010,12,16,-.0086909
2010,12,17,.0029759
2010,12,20,.0047057
2010,12,21,-.011313
2010,12,22,-.0136007
2010,12,23,.0112274
2010,12,27,.0072605
2010,12,28,.0018246
2010,12,29,.0005546
2010,12,30,.0062123
2011,1,3,-.0065262
2011,1,4,-.0054568
2011,1,5,-.0127786
2011,1,6,.0041013
2011,1,7,.0006202
2011,1,10,-.0008139
2011,1,11,-.0043921
2011,1,12,-.0052158
2011,1,13,.0006182
2011,1,14,.0039562
2011,1,17,.0033504
2011,1,18,.003755
2011,1,19,.0033674
2011,1,20,.0044942
2011,1,21,.0047323
2011,1,24,-.0012262
2011,1,26,-.0067798
2011,1,27,-.0082556
2011,1,28,-.0039295
2011,1,31,.002194
2011,2,1,.0025227
2011,2,2,.0131929
2011,2,3,-.0153155
2011,2,4,.0049379
2011,2,7,-.0113454
2011,2,8,.004786
2011,2,9,.0061728
2011,2,10,-.0060918
2011,2,11,-.0116888
2011,2,14,.0031809
2011,2,15,.0007702
2011,2,16,-.0081926
2011,2,17,-.0047873
2011,2,18,-.0009205
2011,2,21,-.0012026
2011,2,22,-.0064289
2011,2,23,-.0050499
2011,2,24,-.0001674
2011,2,25,.0025212
2011,2,28,.0025581
2011,3,1,.0038626
2011,3,2,-.008773
2011,3,3,-.0023908
2011,3,4,-.0058872
2011,3,9,-.0005795
2011,3,10,-.0045445
2011,3,11,.0010774
2011,3,14,-.0081143
2011,3,15,-.0072868
2011,3,16,.0119022
2011,3,17,.0040491
2011,3,18,-.0071166
2011,3,21,-.0049807
2011,3,22,-.0032974
2011,3,23,-.0009961
2011,3,24,-.0039157
2011,3,25,-.0044956
2011,3,28,.0096048
2011,3,29,-.0008975
2011,3,30,-.0021541
2011,3,31,.0017755
2011,4,1,.005127
2011,4,4,.0000369
2011,4,5,-.0038447
2011,4,6,.0030638
2011,4,7,.0008442
2011,4,8,.0068818
2011,4,11,.008027
2011,4,12,-.0009538
2011,4,13,.0006372
2011,4,14,.0015866
2011,4,15,-.0039859
2011,4,18,-.0123426
2011,4,19,.0041191
2011,4,20,.00321
2011,4,25,.000169
2011,4,26,-.0039462
2011,4,27,.0033305
2011,4,28,-.0089995
2011,4,29,.0070903
2011,5,2,-.0016504
2011,5,3,-.0021985
2011,5,4,.0025054
2011,5,5,-.0091077
2011,5,6,.0011244
2011,5,9,.0010276
2011,5,10,.0031735
2011,5,11,.0038475
2011,5,12,-.0002817
2011,5,13,.0033926
2011,5,16,.0008666
2011,5,17,-.0096947
2011,5,18,.003572
2011,5,19,-.0094467
2011,5,20,-.0038477
2011,5,23,-.011032
2011,5,24,-.0067898
2011,5,25,.0042382
2011,5,26,-.0019217
2011,5,27,.0056683
2011,5,30,.0149585
2011,5,31,.0048259
2011,6,1,.0039485
2011,6,2,-.0133305
2011,6,3,.0085915
2011,6,6,.012569
2011,6,7,.0013532
2011,6,8,.0007742
2011,6,9,.0009069
2011,6,10,.0070456
2011,6,13,.0034242
2011,6,14,-.0014776
2011,6,15,-.0005378
2011,6,16,-3.91e-08
2011,6,17,.0033394
2011,6,20,-.0069655
2011,6,21,-.0029004
2011,6,22,-.0041631
2011,6,24,.0065842
2011,6,27,-.0061378
2011,6,28,-.0023763
2011,6,29,-.0020812
2011,6,30,.0061886
2011,7,1,.0033911
2011,7,4,.0032912
2011,7,5,.004962
2011,7,6,.0106155
2011,7,7,.0099693
2011,7,8,.0033162
2011,7,11,-.0098017
2011,7,12,.0032287
2011,7,13,-.0029489
2011,7,14,-.0034328
2011,7,15,.0067607
2011,7,18,-.0060077
2011,7,19,.0024464
2011,7,20,-.0023344
2011,7,21,.0043932
2011,7,22,.0098404
2011,7,25,.0018016
2011,7,26,-.0030243
2011,7,27,.0022489
2011,7,28,-.0021901
2011,7,29,-.001417
2011,8,1,.0042073
2011,8,2,.001432
2011,8,3,-.008837
2011,8,4,-.0180566
2011,8,5,-.0053856
2011,8,8,-.0086073
2011,8,9,-.0037502
2011,8,10,.0027197
2011,8,11,.0138482
2011,8,12,.003559
2011,8,15,-.0054117
2011,8,16,-8.49e-06
2011,8,17,-.0020802
2011,8,18,-.0055865
2011,8,19,.0101154
2011,8,22,.0032955
2011,8,23,-.0080824
2011,8,24,.0071481
2011,8,25,.0074518
2011,8,26,.0008026
2011,8,29,.0035439
2011,8,30,-.001953
2011,8,31,-.0073105
2011,9,1,.0030339
2011,9,2,.0019732
2011,9,5,-.0002494
2011,9,6,-.0090944
2011,9,8,-.0015308
2011,9,9,.0068866
2011,9,12,-.0016833
2011,9,13,-.0048983
2011,9,14,-.0081312
2011,9,15,.0148778
2011,9,16,-.0072294
2011,9,19,-.0006558
2011,9,20,-.0018267
2011,9,21,-.0072158
2011,9,22,.0065682
2011,9,23,.0117659
2011,9,26,.0014663
2011,9,27,.003366
2011,9,28,.0056694
2011,9,29,-.0025568
2011,9,30,.0033213
2011,10,3,-.0073511
2011,10,4,-.0092628
2011,10,5,.0035155
2011,10,6,.0061492
2011,10,7,.0074267
2011,10,10,-.0124911
2011,10,11,-.0020438
2011,10,13,.0039786
2011,10,14,.0062768
2011,10,17,-.0075579
2011,10,18,-.0096304
2011,10,19,.0011592
2011,10,20,.0065366
2011,10,21,-.0055706
2011,10,24,-.0165851
2011,10,25,.0009399
2011,10,26,.0001063
2011,10,27,-.0022376
2011,10,28,.0059973
2011,10,31,.0054142
2011,11,1,.0004889
2011,11,3,-.0116206
2011,11,4,-.0063622
2011,11,7,-.0013743
2011,11,8,-.0006244
2011,11,9,-.0010579
2011,11,10,-.0021396
2011,11,11,-.005342
2011,11,14,.0021287
2011,11,16,-.0089428
2011,11,17,.0075466
2011,11,18,.0007592
2011,11,21,-.0058953
2011,11,22,.0047643
2011,11,23,-.0062337
2011,11,24,-.0089629
2011,11,25,.0088704
2011,11,28,-.008766
2011,11,29,.0183495
2011,11,30,-.0187224
2011,12,1,-.0063311
2011,12,2,.0159846
2011,12,5,-.0105112
2011,12,6,-.0101975
2011,12,7,.0072939
2011,12,8,.0072171
2011,12,9,.0029734
2011,12,12,-.005262
2011,12,13,-.0070176
2011,12,14,-.0016913
2011,12,15,.0081384
2011,12,16,.0010592
2011,12,19,-.0141892
2011,12,20,-.0146467
2011,12,21,-.0041497
2011,12,22,-.0174771
2011,12,23,.0011506
2011,12,26,.0069244
2011,12,27,-.0000888
2011,12,28,.0151377
2011,12,29,.0039561
2012,1,2,.0097637
2012,1,3,.0002581
2012,1,4,.0303995
2012,1,5,-.0110378
2012,1,6,.0098097
2012,1,9,.0020729
2012,1,10,.0063007
2012,1,11,-.001694
2012,1,12,.0085494
2012,1,13,-.0019844
2012,1,16,-.0018757
2012,1,17,.0003822
2012,1,18,-.0053428
2012,1,19,.0089701
2012,1,20,.0037995
2012,1,23,.0099804
2012,1,24,.002752
2012,1,26,.0053559
2012,1,27,.0041982
2012,1,30,-.0071849
2012,1,31,.006761
2012,2,1,.0129981
2012,2,2,.0053557
2012,2,3,-.0006549
2012,2,6,-.0010379
2012,2,7,-.0090325
2012,2,8,.0010168
2012,2,9,-.0092294
2012,2,10,.0059982
2012,2,13,.0017324
2012,2,14,.0022643
2012,2,15,.009333
2012,2,16,.0025968
2012,2,17,.0039409
2012,2,22,.0025246
2012,2,23,.0072321
2012,2,24,-.0060457
2012,2,27,-.0045892
2012,2,28,.002019
2012,2,29,-.0103288
2012,3,1,-.0012475
2012,3,2,-.0034486
2012,3,5,.0009408
2012,3,6,-.0028523
2012,3,7,.0062024
2012,3,8,.01165
2012,3,9,-.0046115
2012,3,12,-.0024372
2012,3,13,-.0008653
2012,3,14,-.0033093
2012,3,15,.0053867
2012,3,16,-.0108689
2012,3,19,-.0014727
2012,3,20,.004015
2012,3,21,-.0037599
2012,3,22,-.0018604
2012,3,23,.0018076
2012,3,26,-.0000534
2012,3,27,-.0024146
2012,3,28,.0043328
2012,3,29,-.0058416
2012,3,30,.004343
2012,4,2,-.0127188
2012,4,3,.011982
2012,4,4,.0092505
2012,4,5,.0000765
2012,4,9,-.0069667
2012,4,10,-.00989
2012,4,11,-.0063112
2012,4,12,-.0022348
2012,4,13,.0054222
2012,4,16,.0043748
2012,4,17,.0015357
2012,4,18,.0007971
2012,4,19,.0074222
2012,4,20,-.0076424
2012,4,23,-.0021006
2012,4,24,.0015118
2012,4,25,-.0050971
2012,4,26,-.0005943
2012,4,27,.001809
2012,4,30,-.0029514
2012,5,2,-.0060649
2012,5,3,.0079624
2012,5,4,.0059882
2012,5,7,-.0028954
2012,5,8,.0055172
2012,5,9,-.0005723
2012,5,10,-.0099382
2012,5,11,.0019923
2012,5,14,-.0039078
2012,5,15,-.0075759
2012,5,16,-.0015045
2012,5,17,-.0108435
2012,5,18,-.0076247
2012,5,21,-.0090499
2012,5,22,-.0112338
2012,5,23,.0020721
2012,5,24,.0050953
2012,5,25,.0164686
2012,5,28,.005147
2012,5,29,.0062605
2012,5,30,-.0039367
2012,5,31,-.0021139
2012,6,1,-.0115478
2012,6,4,-.01319
2012,6,5,-.0032259
2012,6,6,-.0030409
2012,6,8,.0029788
2012,6,11,.0130995
2012,6,12,-.0011228
2012,6,13,.0070046
2012,6,14,.0027474
2012,6,15,.0135184
2012,6,18,-.0023007
2012,6,19,.000607
2012,6,20,.0027869
2012,6,21,.0058642
2012,6,22,.0025158
2012,6,25,-.0075809
2012,6,26,-.0098468
2012,6,27,-.0080797
2012,6,28,-.0069587
2012,6,29,.0078617
2012,7,2,-.0036137
2012,7,3,.005566
2012,7,4,.0033486
2012,7,5,-.0010798
2012,7,6,-.0058404
2012,7,10,.010412
2012,7,11,-.005809
2012,7,12,-.0048259
2012,7,13,.0058447
2012,7,16,-.0087353
2012,7,17,-.0034103
2012,7,18,.0048122
2012,7,19,.0106241
2012,7,20,-.0014938
2012,7,23,-.0033699
2012,7,24,.0061746
2012,7,25,.0016342
2012,7,26,-.0023578
2012,7,27,-.0032997
2012,7,30,-.0033293
2012,7,31,-.0004594
2012,8,1,.0213837
2012,8,2,.0028058
2012,8,3,-.000168
2012,8,6,.0013035
2012,8,7,-.0063285
2012,8,8,.0037159
2012,8,9,-.0021837
2012,8,10,.0014001
2012,8,13,-.0000106
2012,8,14,-.0011839
2012,8,15,-.0023664
2012,8,16,.004551
2012,8,17,.0080735
2012,8,20,.0059893
2012,8,21,.0082545
2012,8,22,.000667
2012,8,23,-.0086788
2012,8,24,.0123671
2012,8,27,.0034378
2012,8,28,.0023215
2012,8,29,.0186167
2012,8,30,.0128724
2012,8,31,.0104105
2012,9,3,-.0012772
2012,9,4,.0054948
2012,9,5,-.0228641
2012,9,6,-.0073741
2012,9,10,.0062277
2012,9,11,.0044716
2012,9,12,.034031
2012,9,13,-.0049423
2012,9,14,-.0113569
2012,9,17,-.0073141
2012,9,18,.0027167
2012,9,19,.0053868
2012,9,20,.0026156
2012,9,21,-.0009901
2012,9,24,-.0041786
2012,9,25,.0151651
2012,9,26,-.003381
2012,9,27,.0020128
2012,9,28,.0061377
2012,10,1,.0057361
2012,10,2,-.0026669
2012,10,3,.0111226
2012,10,4,-.0015828
2012,10,5,.00608
2012,10,8,-.0041226
2012,10,9,.0014719
2012,10,10,.0052568
2012,10,11,.0004623
2012,10,15,.0004757
2012,10,16,-.0071284
2012,10,17,.0019345
2012,10,18,-.0034582
2012,10,19,-.0049169
2012,10,22,.0016671
2012,10,23,-.013972
2012,10,24,.005461
2012,10,25,-.004125
2012,10,26,-.0052963
2012,10,29,-.0093745
2012,10,30,-.0045935
2012,10,31,.012026
2012,11,1,-.0086122
2012,11,5,.0080793
2012,11,6,.0036786
2012,11,7,.0085792
2012,11,8,.0004724
2012,11,9,.0018154
2012,11,12,-.0018195
2012,11,13,-.0160829
2012,11,14,.0052996
2012,11,16,-.0003981
2012,11,19,-.005022
2012,11,21,-.0057209
2012,11,22,.0000655
2012,11,23,-.0098655
2012,11,26,-.0066422
2012,11,27,.012596
2012,11,28,-.0047121
2012,11,29,.0059866
2012,11,30,.0052294
2012,12,3,-.0026627
2012,12,4,.0112581
2012,12,5,.0091046
2012,12,6,-.0034383
2012,12,7,-.0011159
2012,12,10,-.0036283
2012,12,11,-.0051099
2012,12,12,.0051076
2012,12,13,.0014058
2012,12,14,.0046747
2012,12,17,.0090883
2012,12,18,.0014995
2012,12,19,-.0051857
2012,12,20,.0073115
2012,12,21,-.001713
2012,12,26,.0048799
2012,12,27,.0018564
2012,12,28,.0052265
2013,1,2,-.0084592
2013,1,3,-.0038115
2013,1,4,-.0071608
2013,1,7,.0048168
2013,1,8,.0053643
2013,1,9,-.0008909
2013,1,10,-.0081963
2013,1,11,.0047112
2013,1,14,-.0042714
2013,1,15,-.0000189
2013,1,16,-.0115163
2013,1,17,.002871
2013,1,18,.000532
2013,1,21,.0117356
2013,1,22,-.0000596
2013,1,23,.0009839
2013,1,24,.0052988
2013,1,28,.006871
2013,1,29,-.0105701
2013,1,30,.0004849
2013,1,31,-.0052088
2013,2,1,.0146023
2013,2,4,-.0013091
2013,2,5,-.0055937
2013,2,6,-.0062949
2013,2,7,-.0014413
2013,2,8,.006996
2013,2,13,-.004346
2013,2,14,.0060759
2013,2,15,-.0025851
2013,2,18,.0010148
2013,2,19,-.001101
2013,2,20,.0011395
2013,2,21,-.0048286
2013,2,22,.0055544
2013,2,25,-.0011726
2013,2,26,-.0034511
2013,2,27,.0008692
2013,2,28,.0002441
2013,3,1,-.0051114
2013,3,4,.00061
2013,3,5,-.0006134
2013,3,6,-.0068333
2013,3,7,.0028788
2013,3,8,.0003966
2013,3,11,.0048421
2013,3,12,.0077352
2013,3,13,-.000123
2013,3,14,-.00534
2013,3,15,-.0024841
2013,3,18,.0002997
2013,3,19,-.0006594
2013,3,20,-.0048873
2013,3,21,.0041612
2013,3,22,-.0085307
2013,3,25,.0011891
2013,3,26,-.0079851
2013,3,27,-.0066305
2013,3,28,-.0034674
2013,4,1,.0005651
2013,4,2,.0030507
2013,4,3,-.0033082
2013,4,4,.0059865
2013,4,5,.0034113
2013,4,8,.0045363
2013,4,9,-.0098253
2013,4,10,.0075733
2013,4,11,.0083285
2013,4,12,.0019963
2013,4,15,-.0012134
2013,4,16,-.0092118
2013,4,17,-.0077007
2013,4,18,.0003613
2013,4,19,.0039138
2013,4,22,-.001891
2013,4,23,-.0115989
2013,4,24,.006757
2013,4,25,-.0067062
2013,4,26,.0088149
2013,4,29,.0021203
2013,4,30,-.011777
2013,5,2,.0038917
2013,5,3,.0010057
2013,5,6,-.0055815
2013,5,7,-.0073142
2013,5,8,.0012092
2013,5,9,-.0042349
2013,5,10,.000348
2013,5,13,-.0081182
2013,5,14,.0005659
2013,5,15,.0006973
2013,5,16,-.0091878
2013,5,17,.0059635
2013,5,20,-.0093703
2013,5,21,.0037235
2013,5,22,-.0006004
2013,5,23,.001613
2013,5,24,.0156963
2013,5,27,.0019431
2013,5,28,-.0062707
2013,5,29,.0033123
2013,5,31,-.0175845
2013,6,3,.0022938
2013,6,4,-.0052781
2013,6,5,.0032881
2013,6,6,.0081142
2013,6,7,-.0162278
2013,6,10,-.0038942
2013,6,11,-.001791
2013,6,12,-.0043008
2013,6,13,.0038387
2013,6,14,.0104827
2013,6,17,-.0267858
2013,6,18,-.0175557
2013,6,19,-.0038307
2013,6,20,-.0108716
2013,6,21,-.0020901
2013,6,24,-.0008326
2013,6,25,.0145542
2013,6,26,.0132432
2013,6,27,-.0091196
2013,6,28,-.0217941
2013,7,1,-.0185859
2013,7,2,-.0118729
2013,7,3,.0020632
2013,7,4,-.0015928
2013,7,5,.00314
2013,7,8,.0065994
2013,7,10,-.0065722
2013,7,11,.0093663
2013,7,12,-.0088854
2013,7,15,.0012358
2013,7,16,.0041473
2013,7,17,.0005029
2013,7,18,-.0029742
2013,7,19,.0109481
2013,7,22,-.0060978
2013,7,23,.0030466
2013,7,24,.0005856
2013,7,25,.0057541
2013,7,26,-.0105557
2013,7,29,.0000593
2013,7,30,.0018881
2013,7,31,-.0072101
2013,8,1,-.0030535
2013,8,2,.0043083
2013,8,5,-.0040073
2013,8,6,.0073158
2013,8,7,-.0005071
2013,8,8,.0009735
2013,8,9,.0029925
2013,8,12,.0014274
2013,8,13,-.0064532
2013,8,14,.0158875
2013,8,15,-.0009527
2013,8,16,-.0082384
2013,8,19,.0012233
2013,8,20,.0066826
2013,8,21,-.0094408
2013,8,22,-.0133261
2013,8,23,.0138096
2013,8,26,-.0015871
2013,8,27,.0001767
2013,8,28,.001225
2013,8,29,-.0024244
2013,8,30,.0115425
2013,9,2,-.0036932
2013,9,3,.0199974
2013,9,4,.003785
2013,9,5,-.0130478
2013,9,6,-.0037973
2013,9,9,-.008505
2013,9,10,-.0091703
2013,9,11,.0043096
2013,9,12,.0101408
2013,9,13,.0022745
2013,9,16,-.0009141
2013,9,17,-.0060393
2013,9,18,-.002304
2013,9,19,-.0000842
2013,9,20,-.0013934
2013,9,23,-.0115007
2013,9,24,.0022934
2013,9,25,.0036383
2013,9,26,.0018813
2013,9,27,.0039092
2013,9,30,.0020106
2013,10,1,-.0075015
2013,10,2,.001695
2013,10,3,-.0025256
2013,10,4,-.0063639
2013,10,7,-.0113449
2013,10,8,-.0055937
2013,10,9,-.0019457
2013,10,10,.0048428
2013,10,11,.0064499
2013,10,14,-.0093154
2013,10,15,-.0048553
2013,10,16,-.0086172
2013,10,17,.0008244
2013,10,18,-.0103098
2013,10,21,-.0098318
2013,10,22,-.0023392
2013,10,23,.0014914
2013,10,24,-.0077175
2013,10,25,.0082694
2013,10,28,-.010172
2013,10,29,.0076944
2013,10,30,-.0039859
2013,10,31,.0066533
2013,11,1,.0012387
2013,11,4,.000088
2013,11,5,-.0026318
2013,11,6,-.014796
2013,11,7,.0060422
2013,11,8,.0019844
2013,11,11,-.0090072
2013,11,12,.0079966
2013,11,13,-.0079823
2013,11,14,.0065447
2013,11,18,-.0031432
2013,11,19,-.0068328
2013,11,21,-.0033677
2013,11,22,.011383
2013,11,25,-.0035283
2013,11,26,-.0005125
2013,11,27,-.0081839
2013,11,28,.0009098
2013,11,29,-.006666
2013,12,2,-.004297
2013,12,3,-.0002512
2013,12,4,.0028284
2013,12,5,-.0074943
2013,12,6,.0049885
2013,12,9,-.0061061
2013,12,10,.0038141
2013,12,11,.0051548
2013,12,12,-.0015232
2013,12,13,-.002283
2013,12,16,-.0045531
2013,12,17,.0059884
2013,12,18,.0079042
2013,12,19,-.0077217
2013,12,20,-.0055854
2013,12,23,-.0023779
2013,12,26,.0067798
2013,12,27,.0006182
2013,12,30,.0081682
2014,1,2,-.0151247
2014,1,3,.0384148
2014,1,6,.0119098
2014,1,7,.0014127
2014,1,8,-.0025136
2014,1,9,.0001579
2014,1,10,-.0067817
2014,1,13,.0075691
2014,1,14,-.0043539
2014,1,15,.0027262
2014,1,16,-.0002464
2014,1,17,.00913
2014,1,20,.0088202
2014,1,21,-.0017165
2014,1,22,.0019804
2014,1,23,.0115009
2014,1,24,-.0114643
2014,1,27,.0053795
2014,1,28,.0032389
2014,1,29,-.0121679
2014,1,30,-.0005013
2014,1,31,-.0041655
2014,2,3,-.0045559
2014,2,4,-.0078871
2014,2,5,.0077294
2014,2,6,-.009695
2014,2,7,-.0046946
2014,2,10,.0049339
2014,2,11,-.005998
2014,2,12,-.0050077
2014,2,13,-.0012054
2014,2,14,-.0011888
2014,2,17,.0114631
2014,2,18,-.0086856
2014,2,19,-.0088688
2014,2,20,-.0012341
2014,2,21,.0113464
2014,2,24,.0109119
2014,2,25,.0022793
2014,2,26,-.0059009
2014,2,27,.0014512
2014,2,28,.0043664
2014,3,5,-.0043049
2014,3,6,-.0083728
2014,3,7,.0013957
2014,3,10,-.0021116
2014,3,11,-.0112369
2014,3,12,-.0104882
2014,3,13,-.0016687
2014,3,14,-.0053241
2014,3,17,-.0101371
2014,3,18,-.0001261
2014,3,19,.0036591
2014,3,20,.0026978
2014,3,21,-.0026344
2014,3,24,-.0061567
2014,3,25,-.0023397
2014,3,26,-.0109664
2014,3,27,-.0027341
2014,3,28,.0051371
2014,3,31,-.0032074
2014,4,1,.0057174
2014,4,2,-.0070892
2014,4,3,.0045706
2014,4,4,.0018042
2014,4,7,-.012917
2014,4,8,.0174603
2014,4,9,.0021144
2014,4,10,-.0083162
2014,4,11,-.0076644
2014,4,14,.0028879
2014,4,15,-.0002376
2014,4,16,-.0021916
2014,4,17,-.0095392
2014,4,22,-.0018179
2014,4,23,-.0035529
2014,4,24,-.0040294
2014,4,25,-.0108889
2014,4,28,-.0046312
2014,4,29,-.0008328
2014,4,30,.0114987
2014,5,2,-.0077423
2014,5,5,.0005009
2014,5,6,-.0045502
2014,5,7,.0085792
2014,5,8,.0023945
2014,5,9,.0068204
2014,5,12,-.008555
2014,5,13,-.0037326
2014,5,14,-.0050736
2014,5,15,.0048938
2014,5,16,-.0089868
2014,5,19,.0163215
2014,5,20,.0097407
2014,5,21,-.0031235
2014,5,22,-.0045962
2014,5,23,.0028835
2014,5,26,-.0056596
2014,5,27,.0104156
2014,5,28,.0011054
2014,5,29,.0047218
2014,5,30,.0032628
2014,6,2,-.0142405
2014,6,3,-.0052416
2014,6,4,-.003179
2014,6,5,.0030462
2014,6,6,-.0032865
2014,6,9,-.0048785
2014,6,10,-.0008696
2014,6,11,-.0004554
2014,6,13,.0026739
2014,6,16,.0081393
2014,6,17,.0015749
2014,6,18,-.0073786
2014,6,20,.0057065
2014,6,23,.0051585
2014,6,24,-.0033783
2014,6,25,.0041203
2014,6,26,.001791
2014,6,27,.0074756
2014,6,30,.0014316
2014,7,1,.0042788
2014,7,2,-.0121057
2014,7,3,-.0162103
2014,7,4,-.0026977
2014,7,7,-.0054171
2014,7,8,-.0022655
2014,7,10,-.0154691
2014,7,11,.0035976
2014,7,14,-.0142557
2014,7,15,-.0037574
2014,7,16,-.0024528
2014,7,17,-.0004495
2014,7,18,-.0071555
2014,7,21,-.011098
2014,7,22,.0023407
2014,7,23,.0108841
2014,7,24,.0039253
2014,7,25,-.0016563
2014,7,28,-.0121223
2014,7,29,-.0023156
2014,7,30,.0058606
2014,7,31,.0063397
2014,8,1,-.0011377
2014,8,4,.0013204
2014,8,5,.0011504
2014,8,6,-.0078549
2014,8,7,.0034997
2014,8,8,.004139
2014,8,11,-.0102793
2014,8,12,.0012412
2014,8,13,.0039785
2014,8,14,-.0071351
2014,8,15,-.0121823
2014,8,18,-.0154315
2014,8,19,-.0033243
2014,8,20,-.0046885
2014,8,21,.0030486
